"id","EAP","HPL","MWS"
"id21371",0.4,0.34,0.26
"id21373",0.76,0.16,0.08
"id21376",0.82,0,0.18
"id21377",0.2,0.22,0.58
"id21378",0.46,0.48,0.06
"id21379",0.74,0.2,0.06
"id21380",0.52,0.36,0.12
"id21383",0.3,0.5,0.2
"id21385",0.54,0.12,0.34
"id21387",0.2,0.68,0.12
"id21388",0.2,0.4,0.4
"id21390",0.52,0,0.48
"id21399",0.46,0.12,0.42
"id21401",0.42,0.2,0.38
"id21403",0.28,0.62,0.1
"id21411",0.44,0.38,0.18
"id21415",0.64,0.04,0.32
"id21416",0.36,0.28,0.36
"id21417",0.88,0.04,0.08
"id21418",0.84,0.12,0.04
"id21422",0.54,0.2,0.26
"id21433",0.82,0.08,0.1
"id21434",0.34,0.36,0.3
"id21440",0.54,0.44,0.02
"id21441",0.74,0.26,0
"id21444",0.66,0.12,0.22
"id21450",0.44,0.28,0.28
"id21452",0.78,0,0.22
"id21455",0.32,0.62,0.06
"id21462",0.2,0.64,0.16
"id21463",0.68,0.28,0.04
"id21465",0.92,0.06,0.02
"id21470",0.64,0.12,0.24
"id21474",0.14,0.38,0.48
"id21475",0.28,0.34,0.38
"id21479",0.52,0.04,0.44
"id21483",0.18,0.28,0.54
"id21487",0.46,0.34,0.2
"id21492",0.38,0.44,0.18
"id21493",0.18,0.2,0.62
"id21494",0.3,0.22,0.48
"id21495",0.62,0.24,0.14
"id21499",0.64,0.1,0.26
"id21501",0.4,0.58,0.02
"id21510",0.44,0.1,0.46
"id21511",0.94,0.04,0.02
"id21513",0.24,0.52,0.24
"id21525",0.22,0.44,0.34
"id21526",0.34,0.44,0.22
"id21528",1,0,0
"id21532",0.6,0.16,0.24
"id21543",0.78,0.1,0.12
"id21546",0.16,0.02,0.82
"id21548",0.26,0.02,0.72
"id21549",0.38,0.2,0.42
"id21552",0.68,0.22,0.1
"id21553",0.74,0.26,0
"id21558",0.58,0.2,0.22
"id21563",0.58,0.28,0.14
"id21581",0.66,0,0.34
"id21583",0.38,0.46,0.16
"id21584",0.94,0,0.06
"id21587",0.22,0.36,0.42
"id21589",0.76,0.06,0.18
"id21593",0.92,0.02,0.06
"id21597",0.86,0.08,0.06
"id21599",0.28,0.44,0.28
"id21600",0.76,0.18,0.06
"id21603",0.3,0.02,0.68
"id21604",0.54,0.24,0.22
"id21615",0.66,0.02,0.32
"id21621",0.7,0,0.3
"id21625",0.26,0.4,0.34
"id21633",0.28,0.7,0.02
"id21635",0.68,0.14,0.18
"id21638",0.1,0.76,0.14
"id21639",0.24,0.72,0.04
"id21647",0.84,0,0.16
"id21648",0.68,0.32,0
"id21649",0.76,0.08,0.16
"id21655",0.18,0.62,0.2
"id21656",0.28,0.34,0.38
"id21657",0.7,0.2,0.1
"id21658",0.82,0.04,0.14
"id21665",0.86,0.08,0.06
"id21670",0.54,0.18,0.28
"id21685",0.56,0.24,0.2
"id21687",0.56,0.26,0.18
"id21688",0.16,0.28,0.56
"id21689",0.38,0.56,0.06
"id21692",0.6,0.1,0.3
"id21696",0.9,0.06,0.04
"id21697",0.44,0.46,0.1
"id21698",0.36,0.16,0.48
"id21708",0.64,0.2,0.16
"id21712",0.54,0.12,0.34
"id21717",0.28,0.62,0.1
"id21720",0.42,0.26,0.32
"id21722",0.14,0.68,0.18
"id21733",0.3,0.14,0.56
"id21735",0.6,0.34,0.06
"id21736",0.36,0.54,0.1
"id21737",0.98,0.02,0
"id21743",0.2,0.5,0.3
"id21745",0.36,0.24,0.4
"id21746",1,0,0
"id21757",0.42,0.5,0.08
"id21758",0.6,0.32,0.08
"id21761",0.94,0.02,0.04
"id21762",0.82,0.14,0.04
"id21763",0.88,0.08,0.04
"id21764",0.5,0.48,0.02
"id21765",0.5,0.26,0.24
"id21767",0.86,0.12,0.02
"id21771",0.94,0.04,0.02
"id21772",0.42,0.52,0.06
"id21773",0.38,0.42,0.2
"id21775",0.5,0.2,0.3
"id21777",0.4,0.24,0.36
"id21780",0.92,0.04,0.04
"id21781",0.4,0.28,0.32
"id21782",0.38,0.4,0.22
"id21785",0.46,0.3,0.24
"id21788",0.94,0.04,0.02
"id21792",0.6,0.18,0.22
"id21794",0.3,0.26,0.44
"id21795",0.7,0.18,0.12
"id21799",0.5,0.28,0.22
"id21801",0.6,0.16,0.24
"id21802",0.08,0.7,0.22
"id21807",0.42,0.38,0.2
"id21812",0.46,0.02,0.52
"id21813",0.76,0,0.24
"id21814",0.76,0,0.24
"id21816",0.46,0.18,0.36
"id21817",0.36,0.26,0.38
"id21820",0.32,0.6,0.08
"id21822",0.64,0.08,0.28
"id21828",0.98,0.02,0
"id21829",0.32,0.2,0.48
"id21830",0.5,0.1,0.4
"id21834",0.3,0.04,0.66
"id21835",0.42,0.12,0.46
"id21841",0.62,0.18,0.2
"id21844",0.6,0.24,0.16
"id21847",0.26,0.14,0.6
"id21852",0.94,0.06,0
"id21853",0.56,0.3,0.14
"id21857",0.18,0.66,0.16
"id21861",0.4,0.3,0.3
"id21864",0.3,0.14,0.56
"id21872",0.86,0.06,0.08
"id21873",0.6,0.02,0.38
"id21874",0.62,0.04,0.34
"id21875",0.32,0,0.68
"id21876",0.18,0.5,0.32
"id21878",0.6,0.24,0.16
"id21880",0.98,0,0.02
"id21884",0.2,0.46,0.34
"id21888",0.7,0.14,0.16
"id21890",0.34,0.22,0.44
"id21891",0.12,0.7,0.18
"id21897",0.86,0.02,0.12
"id21899",0.88,0.06,0.06
"id21903",0.72,0.06,0.22
"id21904",0.28,0.54,0.18
"id21905",0.2,0.4,0.4
"id21906",0.92,0,0.08
"id21910",0.16,0.76,0.08
"id21912",0.6,0.28,0.12
"id21913",0.08,0.34,0.58
"id21920",0.48,0.32,0.2
"id21921",0.68,0.14,0.18
"id21924",0.58,0.34,0.08
"id21926",0.32,0.16,0.52
"id21927",0.36,0.5,0.14
"id21930",0.28,0.5,0.22
"id21939",0.76,0.1,0.14
"id21944",0.54,0.1,0.36
"id21945",0.72,0.24,0.04
"id21947",0.58,0.28,0.14
"id21948",0.14,0.26,0.6
"id21955",0.14,0.1,0.76
"id21959",0.9,0.06,0.04
"id21960",0.36,0.32,0.32
"id21963",0.98,0,0.02
"id21964",0.24,0.14,0.62
"id21966",0.8,0,0.2
"id21969",0.8,0.08,0.12
"id21979",0.5,0.4,0.1
"id21981",0.48,0.3,0.22
"id21985",0.54,0.28,0.18
"id21986",0.8,0.14,0.06
"id21988",0.28,0.2,0.52
"id21992",0.72,0.04,0.24
"id21993",0.34,0,0.66
"id21994",0.78,0.16,0.06
"id21999",0.36,0.56,0.08
"id22004",0.6,0.14,0.26
"id22005",0.16,0.04,0.8
"id22006",0.76,0.06,0.18
"id22011",0.5,0.44,0.06
"id22013",0.7,0.08,0.22
"id22016",0.94,0,0.06
"id22018",0.8,0.06,0.14
"id22020",1,0,0
"id22024",0.82,0.14,0.04
"id22025",0.38,0,0.62
"id22028",0.26,0.14,0.6
"id22031",0.38,0.3,0.32
"id22034",0.32,0.04,0.64
"id22039",0.88,0.08,0.04
"id22042",0.18,0.32,0.5
"id22044",0.22,0.7,0.08
"id22045",0.28,0.06,0.66
"id22046",0.66,0.16,0.18
"id22050",0.28,0.56,0.16
"id22051",0.78,0.2,0.02
"id22054",0.18,0.64,0.18
"id22055",0.48,0.24,0.28
"id22056",0.54,0.42,0.04
"id22061",0.08,0.22,0.7
"id22062",0.5,0.5,0
"id22063",0.72,0.1,0.18
"id22070",0.36,0.38,0.26
"id22071",0.78,0.22,0
"id22075",0.34,0.6,0.06
"id22076",0.5,0.26,0.24
"id22078",0.92,0.08,0
"id22080",0.78,0.22,0
"id22088",0.56,0.04,0.4
"id22093",0.54,0.26,0.2
"id22103",0.28,0.5,0.22
"id22108",0.5,0.08,0.42
"id22116",0.52,0.1,0.38
"id22118",0.5,0.22,0.28
"id22121",0.66,0.2,0.14
"id22122",0.44,0.12,0.44
"id22129",0.48,0.1,0.42
"id22130",0.38,0.08,0.54
"id22131",0.88,0.1,0.02
"id22134",0.6,0.18,0.22
"id22137",0.68,0.18,0.14
"id22140",0.9,0.1,0
"id22141",0.42,0.44,0.14
"id22143",0.92,0.06,0.02
"id22148",0.62,0.08,0.3
"id22149",0.18,0.34,0.48
"id22151",0.24,0.72,0.04
"id22153",0.54,0.08,0.38
"id22155",0.3,0.26,0.44
"id22158",0.2,0.24,0.56
"id22159",0.38,0.22,0.4
"id22160",0.54,0.34,0.12
"id22161",0.28,0.1,0.62
"id22165",0.32,0.66,0.02
"id22166",0.18,0.14,0.68
"id22169",0.66,0.1,0.24
"id22172",0.26,0.56,0.18
"id22173",0.66,0.2,0.14
"id22175",0.16,0.76,0.08
"id22179",0.62,0,0.38
"id22180",0.12,0.32,0.56
"id22181",0.5,0.34,0.16
"id22182",0.14,0.82,0.04
"id22187",0.84,0.16,0
"id22194",0.72,0.18,0.1
"id22196",0.44,0.2,0.36
"id22201",0.44,0.54,0.02
"id22204",0.24,0.58,0.18
"id22205",0.46,0.5,0.04
"id22206",0.62,0.22,0.16
"id22208",0.82,0.12,0.06
"id22212",0.7,0.22,0.08
"id22219",0.32,0.3,0.38
"id22233",0.54,0.2,0.26
"id22234",0.68,0.26,0.06
"id22240",0.88,0.12,0
"id22243",0.36,0.32,0.32
"id22247",0.52,0,0.48
"id22256",0.2,0.24,0.56
"id22258",0.34,0.06,0.6
"id22262",0.92,0,0.08
"id22263",0.74,0,0.26
"id22270",0.84,0.16,0
"id22272",0.42,0.08,0.5
"id22273",0.6,0.06,0.34
"id22274",0.62,0.34,0.04
"id22277",0.26,0.28,0.46
"id22279",0.74,0.16,0.1
"id22280",0.66,0.26,0.08
"id22281",0.56,0.16,0.28
"id22284",0.48,0.08,0.44
"id22285",0.5,0.04,0.46
"id22292",0.56,0.02,0.42
"id22293",0.52,0.14,0.34
"id22296",0.46,0.24,0.3
"id22302",0.66,0.22,0.12
"id22304",0.7,0.28,0.02
"id22308",0.48,0.06,0.46
"id22312",0.24,0.64,0.12
"id22315",0.28,0.52,0.2
"id22316",0.44,0.16,0.4
"id22319",0.76,0.24,0
"id22325",0.34,0.38,0.28
"id22326",0.1,0.04,0.86
"id22331",0.9,0.02,0.08
"id22332",0.82,0,0.18
"id22338",1,0,0
"id22340",0.52,0.44,0.04
"id22342",0.32,0.56,0.12
"id22343",0.7,0.12,0.18
"id22344",0.9,0,0.1
"id22346",0.92,0.04,0.04
"id22350",0.62,0.06,0.32
"id22357",0.42,0.46,0.12
"id22361",0.48,0.2,0.32
"id22367",0.68,0.32,0
"id22368",0.78,0.22,0
"id22379",0.56,0.36,0.08
"id22382",0.64,0.32,0.04
"id22391",0.56,0.26,0.18
"id22392",0.34,0.4,0.26
"id22393",1,0,0
"id22398",0.18,0.64,0.18
"id22404",0.26,0.66,0.08
"id22406",0.58,0.28,0.14
"id22410",0.66,0.1,0.24
"id22413",0.5,0.44,0.06
"id22416",0.34,0.6,0.06
"id22422",0.84,0.1,0.06
"id22435",0.32,0.32,0.36
"id22446",0.88,0.06,0.06
"id22455",0.18,0.7,0.12
"id22456",0.64,0.36,0
"id22457",0.24,0.64,0.12
"id22464",0.54,0.38,0.08
"id22472",0.5,0.5,0
"id22473",0.4,0.48,0.12
"id22481",0.64,0.04,0.32
"id22482",0.4,0.28,0.32
"id22484",0.44,0.3,0.26
"id22485",0.14,0.68,0.18
"id22487",0.66,0.24,0.1
"id22492",0.3,0.64,0.06
"id22495",0.94,0.06,0
"id22498",0.54,0.12,0.34
"id22505",0.24,0.58,0.18
"id22508",0.66,0.12,0.22
"id22510",0.26,0.08,0.66
"id22512",0.34,0.62,0.04
"id22515",0.12,0.52,0.36
"id22519",0.38,0.24,0.38
"id22520",0.16,0.08,0.76
"id22522",0.08,0.02,0.9
"id22527",0.24,0.02,0.74
"id22528",0.1,0.74,0.16
"id22535",0.46,0.48,0.06
"id22538",0.54,0.36,0.1
"id22539",0.4,0.34,0.26
"id22554",0.3,0.1,0.6
"id22557",0.54,0.28,0.18
"id22563",0.78,0.06,0.16
"id22564",0.84,0.16,0
"id22565",0.62,0.38,0
"id22567",0.44,0.38,0.18
"id22572",0.48,0.34,0.18
"id22574",0.58,0.26,0.16
"id22575",0.38,0.6,0.02
"id22576",0.7,0.3,0
"id22577",0.2,0.22,0.58
"id22580",0.34,0.56,0.1
"id22593",0.28,0.24,0.48
"id22596",0.02,0.04,0.94
"id22598",0.38,0.52,0.1
"id22599",0.34,0.62,0.04
"id22600",0.44,0.02,0.54
"id22604",0.92,0,0.08
"id22608",0.3,0.22,0.48
"id22614",0.54,0.24,0.22
"id22617",0.6,0.02,0.38
"id22624",0.64,0.04,0.32
"id22629",0.74,0.08,0.18
"id22630",0.44,0.2,0.36
"id22631",0.96,0,0.04
"id22633",1,0,0
"id22634",0.2,0.2,0.6
"id22637",0.4,0.22,0.38
"id22638",0.26,0.64,0.1
"id22643",0.7,0.12,0.18
"id22645",0.54,0.12,0.34
"id22647",0.44,0.12,0.44
"id22649",0.46,0.52,0.02
"id22651",0.34,0.22,0.44
"id22653",0.52,0.44,0.04
"id22654",0.46,0.16,0.38
"id22658",0.58,0.4,0.02
"id22659",0.32,0.54,0.14
"id22661",0.48,0.34,0.18
"id22666",0.5,0.1,0.4
"id22667",0.12,0.86,0.02
"id22672",0.34,0.26,0.4
"id22674",0.48,0.24,0.28
"id22675",0.58,0.3,0.12
"id22680",0.36,0.4,0.24
"id22681",0.54,0.26,0.2
"id22682",0.44,0.42,0.14
"id22686",0.28,0.14,0.58
"id22688",0.26,0.24,0.5
"id22689",0.7,0.22,0.08
"id22695",0.16,0.36,0.48
"id22696",0.18,0.34,0.48
"id22697",0.3,0.02,0.68
"id22698",0.82,0.02,0.16
"id22701",0.64,0.36,0
"id22703",0.44,0.3,0.26
"id22706",0.44,0.44,0.12
"id22710",0.32,0.5,0.18
"id22712",0.76,0.16,0.08
"id22714",0.52,0.08,0.4
"id22719",0.8,0.08,0.12
"id22720",0.78,0.1,0.12
"id22724",0.42,0.2,0.38
"id22728",0.62,0.24,0.14
"id22733",0.34,0.46,0.2
"id22734",0.24,0.64,0.12
"id22739",0.9,0.02,0.08
"id22744",0.44,0.26,0.3
"id22745",0.38,0.6,0.02
"id22746",0.66,0.32,0.02
"id22747",0.36,0.3,0.34
"id22749",0.54,0.22,0.24
"id22758",0.64,0.22,0.14
"id22762",0.78,0.14,0.08
"id22763",0.58,0.14,0.28
"id22764",0.86,0.14,0
"id22766",0.66,0.24,0.1
"id22767",0.4,0.36,0.24
"id22768",0.84,0.14,0.02
"id22771",0.28,0.12,0.6
"id22780",0.32,0.4,0.28
"id22784",0.56,0.22,0.22
"id22786",0.54,0.24,0.22
"id22789",0.26,0.16,0.58
"id22794",0.1,0.48,0.42
"id22795",0.6,0.24,0.16
"id22797",0.76,0,0.24
"id22801",0.46,0.52,0.02
"id22803",0.68,0.02,0.3
"id22805",0.68,0.3,0.02
"id22807",0.48,0.16,0.36
"id22810",0.48,0.14,0.38
"id22811",0.54,0.14,0.32
"id22815",0.72,0.28,0
"id22816",0.14,0.72,0.14
"id22823",0.36,0.56,0.08
"id22824",0.98,0.02,0
"id22826",0.54,0.28,0.18
"id22830",0.48,0.1,0.42
"id22833",0.28,0.5,0.22
"id22836",0.58,0.08,0.34
"id22840",0.88,0,0.12
"id22845",0.6,0.34,0.06
"id22846",0.34,0.58,0.08
"id22847",0.42,0.52,0.06
"id22855",0.92,0.06,0.02
"id22856",0.86,0.08,0.06
"id22859",0.26,0.5,0.24
"id22864",0.46,0.22,0.32
"id22871",0.2,0.46,0.34
"id22873",0.56,0.06,0.38
"id22875",0.54,0.02,0.44
"id22879",0.98,0,0.02
"id22883",0.38,0.56,0.06
"id22884",0.84,0.16,0
"id22886",0.56,0.12,0.32
"id22898",0.32,0.52,0.16
"id22902",0.42,0.1,0.48
"id22907",0.48,0.5,0.02
"id22908",0.7,0.08,0.22
"id22911",0.4,0.02,0.58
"id22913",0.58,0.42,0
"id22915",0.36,0.4,0.24
"id22923",0.96,0.02,0.02
"id22924",0.5,0.14,0.36
"id22925",0.12,0.14,0.74
"id22926",0.26,0.3,0.44
"id22927",0.86,0.08,0.06
"id22928",0.82,0.08,0.1
"id22929",0.76,0.12,0.12
"id22941",0.34,0.5,0.16
"id22944",0.58,0.22,0.2
"id22945",0.6,0.4,0
"id22947",0.5,0.48,0.02
"id22951",0.74,0,0.26
"id22952",0.4,0.24,0.36
"id22954",0.24,0.5,0.26
"id22956",0.18,0.7,0.12
"id22960",0.22,0.24,0.54
"id22961",0.8,0.12,0.08
"id22966",0.16,0.46,0.38
"id22969",0.44,0.4,0.16
"id22971",1,0,0
"id22973",0.62,0.38,0
"id22982",0.16,0.8,0.04
"id22993",0.66,0.12,0.22
"id22998",0.44,0.16,0.4
"id23002",0.7,0,0.3
"id23003",0.3,0.12,0.58
"id23007",0.36,0.2,0.44
"id23008",0.52,0.02,0.46
"id23009",0.58,0.28,0.14
"id23018",0.76,0.04,0.2
"id23020",0.28,0.3,0.42
"id23024",0.86,0.06,0.08
"id23025",0.4,0.42,0.18
"id23029",0.28,0,0.72
"id23030",0.44,0.26,0.3
"id23032",0.14,0.76,0.1
"id23033",0.38,0.42,0.2
"id23036",0.78,0.08,0.14
"id23037",0.3,0.24,0.46
"id23038",0.52,0.34,0.14
"id23039",0.74,0.2,0.06
"id23044",0.72,0.28,0
"id23049",0.1,0.56,0.34
"id23050",0.3,0.28,0.42
"id23052",0.58,0.24,0.18
"id23054",0.74,0.02,0.24
"id23062",0.78,0,0.22
"id23066",0.3,0.38,0.32
"id23072",0.56,0.22,0.22
"id23076",0.48,0.42,0.1
"id23077",0.72,0.06,0.22
"id23079",0.72,0.22,0.06
"id23081",0.48,0.46,0.06
"id23091",0.62,0.1,0.28
"id23093",0.86,0.08,0.06
"id23096",0.16,0.4,0.44
"id23100",0.56,0.24,0.2
"id23101",0.92,0.02,0.06
"id23102",0.46,0.42,0.12
"id23104",0.72,0.14,0.14
"id23105",0.54,0.06,0.4
"id23108",0.84,0.06,0.1
"id23117",0.38,0.48,0.14
"id23124",0.64,0.24,0.12
"id23126",0.46,0.06,0.48
"id23129",0.42,0.44,0.14
"id23132",0.96,0.02,0.02
"id23135",0.36,0.26,0.38
"id23136",0.2,0.1,0.7
"id23139",0.3,0.24,0.46
"id23141",0.36,0.58,0.06
"id23142",0.22,0.18,0.6
"id23144",0.98,0,0.02
"id23152",0.84,0.08,0.08
"id23156",1,0,0
"id23157",0.72,0.02,0.26
"id23158",0.22,0.34,0.44
"id23161",0.24,0.18,0.58
"id23165",0.66,0.16,0.18
"id23166",0.2,0.6,0.2
"id23167",0.16,0.02,0.82
"id23172",0.48,0.52,0
"id23173",0.38,0.4,0.22
"id23174",0.72,0.24,0.04
"id23178",0.24,0.22,0.54
"id23179",0.66,0.08,0.26
"id23184",0.5,0.22,0.28
"id23186",0.4,0.36,0.24
"id23189",0.4,0.48,0.12
"id23193",0.76,0.2,0.04
"id23194",0.7,0.2,0.1
"id23197",0.2,0.64,0.16
"id23199",0.5,0.24,0.26
"id23200",0.8,0.16,0.04
"id23206",0.48,0.24,0.28
"id23208",0.32,0.14,0.54
"id23212",0.76,0.24,0
"id23213",0.58,0.32,0.1
"id23216",0.24,0.64,0.12
"id23219",0.86,0.14,0
"id23220",0.48,0.16,0.36
"id23223",0.64,0,0.36
"id23225",0.46,0.5,0.04
"id23229",0.26,0.08,0.66
"id23232",0.16,0.66,0.18
"id23235",0.66,0.02,0.32
"id23239",0.48,0.3,0.22
"id23242",0.98,0,0.02
"id23245",0.38,0.22,0.4
"id23246",0.7,0.2,0.1
"id23249",0.42,0.44,0.14
"id23250",0.7,0.14,0.16
"id23252",0.96,0,0.04
"id23256",0.56,0.12,0.32
"id23257",0.32,0.18,0.5
"id23264",0.7,0,0.3
"id23268",0.46,0.22,0.32
"id23271",0.32,0.38,0.3
"id23274",0.64,0.26,0.1
"id23280",0.52,0.14,0.34
"id23284",0.52,0.32,0.16
"id23289",0.42,0.36,0.22
"id23290",0.84,0.02,0.14
"id23293",0.62,0.36,0.02
"id23297",0.38,0.26,0.36
"id23301",1,0,0
"id23305",0.52,0.16,0.32
"id23306",0.5,0.26,0.24
"id23307",0.3,0.66,0.04
"id23309",0.88,0.08,0.04
"id23310",0.12,0.22,0.66
"id23312",0.54,0.2,0.26
"id23315",0.42,0.26,0.32
"id23316",1,0,0
"id23317",0.48,0.38,0.14
"id23318",0.48,0.4,0.12
"id23322",0.14,0.52,0.34
"id23324",0.32,0.32,0.36
"id23326",0.34,0.24,0.42
"id23328",0.68,0.24,0.08
"id23332",0.48,0.44,0.08
"id23333",0.36,0.44,0.2
"id23334",0.24,0.48,0.28
"id23347",0.44,0.4,0.16
"id23353",0.8,0.08,0.12
"id23356",0.46,0.16,0.38
"id23357",0.02,0.44,0.54
"id23359",0.7,0.16,0.14
"id23360",0.52,0.46,0.02
"id23363",0.2,0.16,0.64
"id23364",0.74,0.22,0.04
"id23367",0.96,0.02,0.02
"id23368",0.24,0.38,0.38
"id23369",0.68,0.04,0.28
"id23370",0.26,0.08,0.66
"id23372",1,0,0
"id23377",0.18,0.3,0.52
"id23378",1,0,0
"id23385",0.72,0.08,0.2
"id23386",0.72,0.06,0.22
"id23388",0.22,0.46,0.32
"id23389",0.8,0,0.2
"id23391",0.26,0.46,0.28
"id23396",1,0,0
"id23400",0.24,0.68,0.08
"id23405",0.92,0.02,0.06
"id23415",0.12,0.78,0.1
"id23419",0.26,0.08,0.66
"id23420",0.52,0.3,0.18
"id23426",0.3,0.7,0
"id23427",0.84,0.14,0.02
"id23428",0.5,0.12,0.38
"id23431",0.6,0.32,0.08
"id23432",0.42,0.24,0.34
"id23435",0.62,0.28,0.1
"id23441",0.62,0.28,0.1
"id23445",1,0,0
"id23454",0.78,0.18,0.04
"id23457",0.16,0.3,0.54
"id23463",0.24,0.62,0.14
"id23464",0.28,0.62,0.1
"id23465",0.64,0.06,0.3
"id23466",0.22,0.04,0.74
"id23471",0.86,0.04,0.1
"id23476",0.4,0.12,0.48
"id23478",0.32,0.08,0.6
"id23486",0.42,0.04,0.54
"id23487",0.32,0.1,0.58
"id23492",0.46,0.14,0.4
"id23498",0.48,0.42,0.1
"id23501",0.78,0.22,0
"id23509",0.5,0.26,0.24
"id23515",0.88,0.04,0.08
"id23521",0.24,0.28,0.48
"id23524",0.48,0.04,0.48
"id23528",0.16,0.38,0.46
"id23529",1,0,0
"id23532",0.44,0.36,0.2
"id23535",0.78,0.16,0.06
"id23540",0.56,0.38,0.06
"id23541",0.58,0.22,0.2
"id23545",0.34,0.62,0.04
"id23550",0.3,0,0.7
"id23553",0.14,0.22,0.64
"id23556",0.44,0.1,0.46
"id23557",0.42,0.52,0.06
"id23564",0.2,0.58,0.22
"id23573",0.68,0.26,0.06
"id23575",0.5,0.18,0.32
"id23576",0.72,0.1,0.18
"id23577",0.86,0.14,0
"id23583",0.44,0.5,0.06
"id23585",0.78,0.12,0.1
"id23590",0.5,0.42,0.08
"id23596",0.34,0.2,0.46
"id23600",0.48,0.08,0.44
"id23601",0.42,0.32,0.26
"id23611",0.38,0.46,0.16
"id23614",0.28,0.54,0.18
"id23616",0.62,0.02,0.36
"id23617",0.26,0.32,0.42
"id23620",0.22,0.38,0.4
"id23623",0.6,0.34,0.06
"id23625",0.44,0.5,0.06
"id23629",0.5,0.06,0.44
"id23634",0.66,0.14,0.2
"id23636",0.48,0.26,0.26
"id23638",0.62,0.06,0.32
"id23651",0.26,0.5,0.24
"id23652",0.34,0.54,0.12
"id23659",0.3,0.62,0.08
"id23663",0.2,0.72,0.08
"id23666",0.3,0.66,0.04
"id23681",0.26,0.08,0.66
"id23682",0.3,0.18,0.52
"id23683",0.32,0.62,0.06
"id23687",0.76,0.1,0.14
"id23691",0.8,0.16,0.04
"id23694",0.14,0.8,0.06
"id23695",0.3,0.14,0.56
"id23696",0.5,0.34,0.16
"id23699",0.76,0.18,0.06
"id23704",0.3,0.64,0.06
"id23706",0.12,0.16,0.72
"id23707",0.98,0.02,0
"id23708",0.1,0.74,0.16
"id23712",0.98,0.02,0
"id23713",0.84,0,0.16
"id23722",0.24,0.18,0.58
"id23723",0.38,0.52,0.1
"id23725",0.24,0.28,0.48
"id23726",0.6,0.12,0.28
"id23727",0.72,0.28,0
"id23738",0.96,0.04,0
"id23743",0.32,0.52,0.16
"id23746",0.38,0.04,0.58
"id23749",0.92,0,0.08
"id23750",0.32,0.3,0.38
"id23755",0.36,0.32,0.32
"id23756",0.1,0.52,0.38
"id23757",0.24,0.44,0.32
"id23759",0.48,0.22,0.3
"id23761",0.1,0.32,0.58
"id23762",0.54,0.42,0.04
"id23766",0.74,0.16,0.1
"id23767",0.12,0.24,0.64
"id23770",0.92,0.06,0.02
"id23772",0.12,0.76,0.12
"id23773",0.7,0.16,0.14
"id23782",0.38,0.46,0.16
"id23783",0.62,0.22,0.16
"id23789",0.34,0.12,0.54
"id23792",0.18,0.34,0.48
"id23797",0.88,0.04,0.08
"id23801",0.68,0.28,0.04
"id23804",0.38,0.1,0.52
"id23806",0.8,0.12,0.08
"id23807",0.28,0.4,0.32
"id23808",0.2,0.12,0.68
"id23809",0.4,0.14,0.46
"id23811",0.94,0.06,0
"id23812",0.54,0.46,0
"id23814",0.76,0.06,0.18
"id23821",0.48,0.4,0.12
"id23826",0.72,0.2,0.08
"id23828",0.56,0.2,0.24
"id23831",0.46,0.12,0.42
"id23834",0.42,0.42,0.16
"id23844",0.74,0.12,0.14
"id23847",0.22,0.1,0.68
"id23855",0.28,0.6,0.12
"id23860",0.32,0.16,0.52
"id23861",0.84,0.14,0.02
"id23863",0.74,0.14,0.12
"id23869",0.38,0.42,0.2
"id23872",0.86,0.1,0.04
"id23874",0.78,0.02,0.2
"id23877",0.66,0.34,0
"id23882",0.22,0.46,0.32
"id23883",0.16,0.64,0.2
"id23890",0.9,0.1,0
"id23894",0.58,0.38,0.04
"id23896",0.56,0.1,0.34
"id23897",0.36,0.6,0.04
"id23898",0.52,0.32,0.16
"id23901",1,0,0
"id23906",0.94,0.04,0.02
"id23910",0.5,0.28,0.22
"id23912",0.76,0.1,0.14
"id23914",0.52,0.08,0.4
"id23915",0.86,0.04,0.1
"id23916",0.06,0.76,0.18
"id23920",0.52,0.02,0.46
"id23926",0.68,0.14,0.18
"id23928",0.82,0.02,0.16
"id23930",0.14,0.5,0.36
"id23934",0.68,0.26,0.06
"id23937",0.76,0.08,0.16
"id23939",0.38,0.2,0.42
"id23941",0.58,0.28,0.14
"id23945",0.18,0.64,0.18
"id23951",0.34,0.54,0.12
"id23961",0.42,0.44,0.14
"id23962",0.28,0.64,0.08
"id23964",0.4,0.24,0.36
"id23965",0.52,0.36,0.12
"id23971",0.26,0.7,0.04
"id23972",0.74,0.12,0.14
"id23976",0.62,0.18,0.2
"id23981",0.22,0.4,0.38
"id23983",0.08,0.18,0.74
"id23985",0.6,0.14,0.26
"id23988",0.68,0.14,0.18
"id23994",0.58,0.38,0.04
"id23996",0.14,0.5,0.36
"id24002",0.34,0.56,0.1
"id24005",0.5,0.48,0.02
"id24008",0.12,0.18,0.7
"id24010",0.4,0.14,0.46
"id24015",0.46,0.36,0.18
"id24016",0.52,0.42,0.06
"id24017",1,0,0
"id24019",0.92,0.06,0.02
"id24021",0.32,0.36,0.32
"id24022",0.5,0.36,0.14
"id24023",0.68,0.28,0.04
"id24025",0.76,0.04,0.2
"id24033",0.42,0.04,0.54
"id24035",0.2,0.56,0.24
"id24037",0.24,0.66,0.1
"id24038",0.46,0.38,0.16
"id24040",0.18,0.7,0.12
"id24041",0.48,0.42,0.1
"id24044",0.84,0.02,0.14
"id24046",0.52,0.24,0.24
